"No.","Time","Source","Destination","Protocol","Length","Time since reference or first frame","Info"
"1484","12.528008166","192.168.213.150","212.199.140.162","TCP","66","12.528008166","39520  >  443 [ACK] Seq=1563 Ack=141734 Win=167808 Len=0 TSval=3568877617 TSecr=927780918"
"1485","12.541127725","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.541127725","Continuation Data"
"1486","12.541189156","192.168.213.150","212.199.140.162","TCP","66","12.541189156","39520  >  443 [ACK] Seq=1563 Ack=143082 Win=170496 Len=0 TSval=3568877630 TSecr=927780920"
"1487","12.544539612","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.544539612","Continuation Data"
"1488","12.544582567","192.168.213.150","212.199.140.162","TCP","66","12.544582567","39520  >  443 [ACK] Seq=1563 Ack=144430 Win=173184 Len=0 TSval=3568877634 TSecr=927780920"
"1489","12.544544912","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.544544912","Continuation Data"
"1490","12.544623956","192.168.213.150","212.199.140.162","TCP","66","12.544623956","39520  >  443 [ACK] Seq=1563 Ack=147126 Win=178560 Len=0 TSval=3568877634 TSecr=927780923"
"1491","12.544545021","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.544545021","Continuation Data"
"1492","12.544649487","192.168.213.150","212.199.140.162","TCP","66","12.544649487","39520  >  443 [ACK] Seq=1563 Ack=149822 Win=183936 Len=0 TSval=3568877634 TSecr=927780926"
"1493","12.544545141","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.544545141","Continuation Data"
"1494","12.544668641","192.168.213.150","212.199.140.162","TCP","66","12.544668641","39520  >  443 [ACK] Seq=1563 Ack=152518 Win=189312 Len=0 TSval=3568877634 TSecr=927780929"
"1495","12.544545256","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.544545256","Continuation Data"
"1496","12.544686694","192.168.213.150","212.199.140.162","TCP","66","12.544686694","39520  >  443 [ACK] Seq=1563 Ack=153866 Win=192000 Len=0 TSval=3568877634 TSecr=927780931"
"1497","12.545272796","159.124.46.57","192.168.213.150","UDP","69","12.545272796","8801  >  51364 Len=27"
"1498","12.548693380","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.548693380","Continuation Data"
"1499","12.548758069","192.168.213.150","212.199.140.162","TCP","66","12.548758069","39520  >  443 [ACK] Seq=1563 Ack=155214 Win=194688 Len=0 TSval=3568877638 TSecr=927780931"
"1500","12.548693771","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.548693771","Continuation Data"
"1501","12.548861188","192.168.213.150","212.199.140.162","TCP","66","12.548861188","39520  >  443 [ACK] Seq=1563 Ack=157910 Win=200064 Len=0 TSval=3568877638 TSecr=927780934"
"1502","12.548693928","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.548693928","Continuation Data"
"1503","12.548887266","192.168.213.150","212.199.140.162","TCP","66","12.548887266","39520  >  443 [ACK] Seq=1563 Ack=159258 Win=202880 Len=0 TSval=3568877638 TSecr=927780937"
"1504","12.562058893","192.168.213.150","159.124.46.57","TLSv1.2","104","12.562058893","Application Data"
"1505","12.562219783","192.168.213.150","159.124.46.57","UDP","141","12.562219783","38716  >  8801 Len=99"
"1506","12.606534865","212.199.140.162","192.168.213.150","QUIC","83","12.606534865","Handshake, SCID=8c81000e2ce8948f"
"1507","12.606535221","212.199.140.162","192.168.213.150","QUIC","90","12.606535221","Protected Payload (KP0)"
"1508","12.606535363","212.199.140.162","192.168.213.150","QUIC","85","12.606535363","Handshake, SCID=8c81000e2ce8948f"
"1509","12.606535505","212.199.140.162","192.168.213.150","QUIC","90","12.606535505","Protected Payload (KP0)"
"1510","12.607377069","159.124.46.57","192.168.213.150","UDP","145","12.607377069","8801  >  38716 Len=103"
"1511","12.609128939","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.609128939","Continuation Data"
"1512","12.609166671","192.168.213.150","212.199.140.162","TCP","66","12.609166671","39520  >  443 [ACK] Seq=1563 Ack=160606 Win=205568 Len=0 TSval=3568877698 TSecr=927780937"
"1513","12.609129180","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.609129180","Continuation Data"
"1514","12.609211513","192.168.213.150","212.199.140.162","TCP","66","12.609211513","39520  >  443 [ACK] Seq=1563 Ack=163302 Win=210944 Len=0 TSval=3568877698 TSecr=927781034"
"1515","12.610177237","35.175.26.39","192.168.213.150","TCP","66","12.610177237","443  >  44524 [ACK] Seq=163 Ack=569 Win=28160 Len=0 TSval=3701297036 TSecr=339549147"
"1516","12.610199605","159.124.46.57","192.168.213.150","UDP","69","12.610199605","8801  >  51364 Len=27"
"1517","12.610177517","35.175.26.39","192.168.213.150","TCP","66","12.610177517","443  >  44524 [ACK] Seq=163 Ack=1629 Win=45824 Len=0 TSval=3701297037 TSecr=339549147"
"1518","12.610199912","35.175.26.39","192.168.213.150","TLSv1.2","119","12.610199912","Application Data"
"1519","12.610177659","35.175.26.39","192.168.213.150","TLSv1.2","1214","12.610177659","Application Data"
"1520","12.610249241","192.168.213.150","35.175.26.39","TCP","66","12.610249241","44522  >  443 [ACK] Seq=2837 Ack=3700 Win=64128 Len=0 TSval=339549523 TSecr=3701297023"
"1521","12.610200024","35.175.26.39","192.168.213.150","TLSv1.2","97","12.610200024","Encrypted Alert"
"1522","12.610310748","192.168.213.150","35.175.26.39","TCP","66","12.610310748","44522  >  443 [ACK] Seq=2837 Ack=3731 Win=64128 Len=0 TSval=339549523 TSecr=3701297023"
"1523","12.610200123","35.175.26.39","192.168.213.150","TCP","66","12.610200123","443  >  44522 [FIN, ACK] Seq=3731 Ack=2837 Win=66048 Len=0 TSval=3701297023 TSecr=339549138"
"1524","12.613138539","192.168.213.150","35.175.26.39","TCP","66","12.613138539","44522  >  443 [FIN, ACK] Seq=2837 Ack=3732 Win=64128 Len=0 TSval=339549526 TSecr=3701297023"
"1525","12.616723413","192.168.213.150","35.175.26.39","TLSv1.2","1057","12.616723413","Application Data"
"1526","12.628795971","159.124.46.57","192.168.213.150","UDP","106","12.628795971","8801  >  38716 Len=64"
"1527","12.628796763","159.124.46.57","192.168.213.150","WireGuard","123","12.628796763","Transport Data, receiver=0x5B0A0017, counter=4613094555223916634, datalen=49"
"1528","12.628796888","159.124.46.57","192.168.213.150","UDP","145","12.628796888","8801  >  38716 Len=103"
"1529","12.629138661","192.168.213.150","159.124.46.57","UDP","123","12.629138661","57319  >  8801 Len=81"
"1530","12.630432166","159.124.46.57","192.168.213.150","WireGuard","123","12.630432166","Transport Data, receiver=0x5B0A0017, counter=4613095190761635930, datalen=49"
"1531","12.630432457","159.124.46.57","192.168.213.150","UDP","311","12.630432457","8801  >  51364 Len=269"
"1532","12.632375096","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.632375096","Continuation Data"
"1533","12.632469860","192.168.213.150","212.199.140.162","TCP","66","12.632469860","39520  >  443 [ACK] Seq=1563 Ack=165998 Win=216320 Len=0 TSval=3568877721 TSecr=927781061"
"1534","12.632375288","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.632375288","Continuation Data"
"1535","12.632553121","192.168.213.150","212.199.140.162","TCP","66","12.632553121","39520  >  443 [ACK] Seq=1563 Ack=168694 Win=221696 Len=0 TSval=3568877722 TSecr=927781137"
"1536","12.632375379","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.632375379","Continuation Data"
"1537","12.632574920","192.168.213.150","212.199.140.162","TCP","66","12.632574920","39520  >  443 [ACK] Seq=1563 Ack=170042 Win=224384 Len=0 TSval=3568877722 TSecr=927781138"
"1538","12.632375491","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.632375491","Continuation Data"
"1539","12.632594055","192.168.213.150","212.199.140.162","TCP","66","12.632594055","39520  >  443 [ACK] Seq=1563 Ack=171390 Win=227072 Len=0 TSval=3568877722 TSecr=927781140"
"1540","12.660220653","192.168.213.150","159.124.46.57","UDP","143","12.660220653","38716  >  8801 Len=101"
"1541","12.710497980","192.168.213.150","159.124.46.57","UDP","69","12.710497980","51364  >  8801 Len=27"
"1542","12.711178327","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.711178327","Continuation Data"
"1543","12.711242978","192.168.213.150","212.199.140.162","TCP","66","12.711242978","39520  >  443 [ACK] Seq=1563 Ack=172738 Win=229760 Len=0 TSval=3568877800 TSecr=927781140"
"1544","12.714256399","159.124.46.57","192.168.213.150","UDP","133","12.714256399","8801  >  38716 Len=91"
"1545","12.714577904","192.168.213.150","159.124.46.57","WireGuard","151","12.714577904","Transport Data, receiver=0xE3507A19, counter=1873780081875812452, datalen=77"
"1546","12.714653706","192.168.213.150","159.124.46.57","UDP","69","12.714653706","51364  >  8801 Len=27"
"1547","12.715513486","159.124.46.57","192.168.213.150","UDP","133","12.715513486","8801  >  51364 Len=91"
"1548","12.715677524","192.168.213.150","159.124.46.57","WireGuard","151","12.715677524","Transport Data, receiver=0xE3507A19, counter=1873780717413531748, datalen=77"
"1549","12.732463995","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.732463995","Continuation Data"
"1550","12.732539208","192.168.213.150","212.199.140.162","TCP","66","12.732539208","39520  >  443 [ACK] Seq=1563 Ack=174086 Win=232448 Len=0 TSval=3568877822 TSecr=927781181"
"1551","12.735222901","159.124.46.57","192.168.213.150","UDP","146","12.735222901","8801  >  38716 Len=104"
"1552","12.735223195","159.124.46.57","192.168.213.150","UDP","115","12.735223195","8801  >  38716 Len=73"
"1553","12.738137595","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.738137595","Continuation Data"
"1554","12.738176743","192.168.213.150","212.199.140.162","TCP","66","12.738176743","39520  >  443 [ACK] Seq=1563 Ack=176782 Win=237824 Len=0 TSval=3568877827 TSecr=927781189"
"1555","12.738137970","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.738137970","Continuation Data"
"1556","12.738230989","192.168.213.150","212.199.140.162","TCP","66","12.738230989","39520  >  443 [ACK] Seq=1563 Ack=179478 Win=243200 Len=0 TSval=3568877827 TSecr=927781191"
"1557","12.738138083","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.738138083","Continuation Data"
"1558","12.738290321","192.168.213.150","212.199.140.162","TCP","66","12.738290321","39520  >  443 [ACK] Seq=1563 Ack=182174 Win=248704 Len=0 TSval=3568877827 TSecr=927781201"
"1559","12.738138197","212.199.140.162","192.168.213.150","TLSv1.3","2762","12.738138197","Continuation Data"
"1560","12.738329623","192.168.213.150","212.199.140.162","TCP","66","12.738329623","39520  >  443 [ACK] Seq=1563 Ack=184870 Win=254080 Len=0 TSval=3568877827 TSecr=927781203"
"1561","12.738343162","212.199.140.162","192.168.213.150","TLSv1.3","1414","12.738343162","[TCP Previous segment not captured] , Continuation Data"
"1562","12.738366023","192.168.213.150","212.199.140.162","TCP","78","12.738366023","[TCP Window Update] 39520  >  443 [ACK] Seq=1563 Ack=184870 Win=256768 Len=0 TSval=3568877827 TSecr=927781203 SLE=186218 SRE=187566"
